date,zone,crime_type,latitude,longitude,incident_count
2014-06-21 23:32:00,Outer,Theft,28.713707,77.017269,1
2014-05-28 22:13:00,North-East,Theft,28.701838,77.272086,1
2014-05-27 19:12:00,East,Theft,28.627927,77.309544,1
2014-02-13 07:38:00,South-East,Theft,28.54078,77.234712,1
2014-11-03 03:35:00,Outer,Theft,28.698787,77.011697,1
2014-05-09 21:35:00,Outer,Theft,28.727016,76.99005,1
2014-09-11 14:19:00,Outer,Theft,28.714654,77.007598,1
2014-11-22 10:06:00,Outer,Theft,28.711505,76.995223,1
2014-11-07 21:52:00,North-West,Theft,28.753573,77.082743,1
2014-08-22 00:17:00,Outer,Theft,28.70947,77.017454,1
2014-09-14 17:04:00,South-East,Theft,28.547774,77.267182,1
2014-06-16 06:34:00,North,Burglary,28.69535,77.214842,1
2014-05-26 21:01:00,West,Theft,28.676926,77.054938,1
2014-11-14 21:42:00,North,Theft,28.6742,77.224539,1
2014-06-30 15:03:00,West,Burglary,28.681161,77.055792,1
2014-02-26 19:30:00,North-East,Theft,28.697833,77.248857,1
2014-01-22 08:40:00,South,Theft,28.499457,77.177562,1
2014-07-06 10:46:00,North,Burglary,28.694729,77.202051,1
2014-01-15 20:38:00,West,Theft,28.660607,77.076382,1
2014-07-31 18:14:00,Central,Assault,28.62857,77.235749,1
2014-01-24 06:34:00,East,Theft,28.612035,77.303349,1
2014-10-22 14:26:00,New Delhi,Fraud,28.608552,77.19111,1
2014-05-31 11:31:00,North-West,Theft,28.72879,77.092123,1
2014-01-18 06:31:00,North,Theft,28.702912,77.220889,1
2014-03-22 02:45:00,South,Theft,28.468173,77.176848,1
2014-09-23 08:42:00,Central,Theft,28.64754,77.213865,1
2014-09-23 03:40:00,North,Theft,28.667409,77.234863,1
2014-01-05 13:59:00,Central,Theft,28.641345,77.230404,1
2014-08-23 07:01:00,South-East,Theft,28.55597,77.236753,1
2014-11-27 13:33:00,Central,Theft,28.642719,77.198326,1
2014-10-29 10:43:00,South-East,Theft,28.541018,77.241197,1
2014-09-16 19:06:00,Central,Theft,28.663923,77.207815,1
2014-11-26 22:29:00,Outer,Burglary,28.698201,76.999839,1
2014-02-02 20:15:00,North-West,Theft,28.722607,77.079975,1
2014-07-21 03:38:00,South,Theft,28.497142,77.175634,1
2014-06-26 21:41:00,Outer,Theft,28.713555,77.019301,1
2014-03-29 06:30:00,West,Theft,28.67996,77.06231,1
2014-06-29 22:52:00,Outer,Theft,28.722695,76.988404,1
2014-09-21 01:56:00,West,Fraud,28.647741,77.075609,1
2014-02-28 13:46:00,South,Theft,28.485874,77.187904,1
2014-06-12 14:38:00,Outer,Theft,28.698218,77.005878,1
2014-06-18 10:04:00,Central,Theft,28.64076,77.214372,1
2014-05-03 12:36:00,North-West,Theft,28.740421,77.096094,1
2014-03-28 08:23:00,Central,Theft,28.636128,77.216053,1
2014-06-26 13:45:00,West,Fraud,28.683358,77.072579,1
2014-07-03 10:26:00,North,Burglary,28.693701,77.204648,1
2014-01-25 21:02:00,Outer,Theft,28.703191,76.98009,1
2014-03-31 18:26:00,West,Theft,28.651545,77.086444,1
2014-02-07 19:18:00,North-East,Theft,28.690743,77.279885,1
2014-01-12 15:52:00,Central,Theft,28.642612,77.229188,1
2014-11-24 15:17:00,North,Theft,28.688118,77.211125,1
2014-03-30 09:51:00,South,Theft,28.47455,77.195825,1
2014-12-02 11:38:00,North-West,Theft,28.755633,77.07277,1
2014-09-13 10:43:00,Central,Theft,28.662658,77.198736,1
2014-06-30 01:36:00,Outer,Theft,28.72244,77.003874,1
2014-10-12 09:11:00,West,Theft,28.684493,77.061117,1
2014-10-14 07:05:00,Central,Theft,28.636179,77.229958,1
2014-09-27 17:44:00,New Delhi,Theft,28.621793,77.200269,1
2014-04-01 15:48:00,South-East,Theft,28.549576,77.233491,1
2014-02-14 20:20:00,West,Fraud,28.668096,77.080032,1
2014-12-09 10:32:00,West,Theft,28.683343,77.076138,1
2014-07-12 15:04:00,North-East,Theft,28.707843,77.282558,1
2014-10-04 22:06:00,West,Theft,28.669296,77.085571,1
2014-12-26 02:37:00,South,Burglary,28.496525,77.183578,1
2014-03-06 03:20:00,South-East,Theft,28.528507,77.269863,1
2014-12-21 12:30:00,South-West,Robbery,28.579322,77.079831,1
2014-12-26 09:28:00,Outer,Theft,28.727036,76.99137,1
2014-03-13 17:48:00,North-West,Theft,28.73572,77.098493,1
2014-08-06 17:48:00,South-West,Burglary,28.585483,77.049741,1
2014-03-31 21:13:00,West,Fraud,28.685006,77.088455,1
2014-03-06 14:44:00,Outer,Theft,28.706064,77.000519,1
2014-03-15 04:48:00,Central,Theft,28.627269,77.233034,1
2014-06-17 17:37:00,Outer,Theft,28.723825,77.003436,1
2014-12-20 13:38:00,Outer,Theft,28.725328,76.980477,1
2014-08-29 08:10:00,North,Fraud,28.671447,77.222857,1
2014-07-05 04:06:00,East,Theft,28.614873,77.28099,1
2014-09-13 01:04:00,East,Burglary,28.6407,77.294514,1
2014-11-18 03:00:00,South,Theft,28.478161,77.175185,1
2014-12-13 05:45:00,Outer,Burglary,28.713627,77.014237,1
2014-12-22 01:05:00,South-East,Theft,28.555522,77.269597,1
2014-05-11 16:21:00,Central,Theft,28.654238,77.208751,1
2014-06-30 20:10:00,North-West,Fraud,28.732228,77.08017,1
2014-03-30 00:00:00,North-East,Theft,28.707679,77.254274,1
2014-06-10 06:49:00,Central,Assault,28.637928,77.208008,1
2014-02-05 09:34:00,South,Assault,28.497788,77.193517,1
2014-12-08 00:03:00,Outer,Burglary,28.706527,77.009299,1
2014-05-01 01:47:00,West,Theft,28.649794,77.088057,1
2014-12-01 22:56:00,North-East,Theft,28.675353,77.278311,1
2014-11-23 07:01:00,South,Theft,28.492362,77.196666,1
2014-09-08 22:57:00,East,Theft,28.617228,77.317131,1
2014-02-21 08:26:00,South-East,Theft,28.551633,77.261958,1
2014-06-14 16:22:00,West,Theft,28.64982,77.058673,1
2014-01-04 06:00:00,Outer,Burglary,28.72115,76.991861,1
2014-10-31 05:57:00,West,Theft,28.65805,77.066351,1
2014-04-27 13:50:00,South-East,Theft,28.531027,77.236469,1
2014-01-19 07:25:00,East,Fraud,28.644116,77.311703,1
2014-12-10 08:08:00,North-West,Theft,28.73589,77.097744,1
2014-02-01 14:17:00,Outer,Theft,28.72925,77.008783,1
2014-09-20 23:44:00,West,Theft,28.674741,77.086172,1
2014-10-28 22:25:00,South-West,Theft,28.593153,77.082216,1
2014-02-05 15:33:00,East,Assault,28.61354,77.295489,1
2014-08-25 22:49:00,North,Theft,28.672668,77.202611,1
2014-12-17 03:40:00,Outer,Theft,28.691467,77.000429,1
2014-09-20 12:39:00,North-West,Theft,28.750757,77.102853,1
2014-10-03 01:18:00,North-East,Theft,28.700372,77.284141,1
2014-08-23 05:39:00,Outer,Theft,28.724399,76.999202,1
2014-04-30 03:39:00,South-West,Theft,28.578002,77.054776,1
2014-12-09 17:32:00,New Delhi,Robbery,28.625839,77.224149,1
2014-08-17 01:00:00,Outer,Theft,28.70423,76.997824,1
2014-08-03 12:12:00,Outer,Theft,28.690092,76.994925,1
2014-08-30 10:33:00,Outer,Theft,28.698485,77.001447,1
2014-07-19 18:58:00,Outer,Theft,28.696279,76.990168,1
2014-12-14 13:48:00,South-West,Theft,28.568221,77.048782,1
2014-05-18 18:38:00,North,Fraud,28.692477,77.238898,1
2014-01-11 17:41:00,West,Assault,28.687397,77.052553,1
2014-02-12 09:08:00,Outer,Theft,28.719859,76.987203,1
2014-10-30 22:27:00,South-West,Burglary,28.573207,77.076335,1
2014-09-21 03:41:00,East,Theft,28.621869,77.306974,1
2014-11-23 06:57:00,North-West,Fraud,28.728443,77.103013,1
2014-04-25 00:06:00,North,Theft,28.688833,77.230748,1
2014-03-28 22:12:00,West,Fraud,28.655139,77.067293,1
2014-02-28 17:59:00,North-East,Assault,28.683223,77.253084,1
2014-03-24 09:44:00,North-East,Theft,28.707218,77.282809,1
2014-06-23 16:11:00,South,Theft,28.49887,77.1885,1
2014-04-12 11:55:00,South-West,Theft,28.581671,77.081976,1
2014-02-10 22:39:00,Outer,Theft,28.711455,77.009461,1
2014-09-14 04:52:00,North-West,Fraud,28.7315,77.093378,1
2014-02-20 15:07:00,Outer,Robbery,28.715333,76.996292,1
2014-10-28 23:30:00,Central,Theft,28.651174,77.201684,1
2014-05-27 01:42:00,South-East,Burglary,28.53457,77.263616,1
2014-06-03 13:29:00,South,Theft,28.476855,77.197001,1
2014-10-09 07:45:00,North-East,Theft,28.680872,77.248316,1
2014-04-24 11:15:00,West,Theft,28.667156,77.064412,1
2014-10-24 07:45:00,Central,Burglary,28.636935,77.212928,1
2014-08-15 10:58:00,North-East,Theft,28.702982,77.273756,1
2014-01-19 21:17:00,North-West,Theft,28.751866,77.085334,1
2014-04-14 12:38:00,South-West,Fraud,28.577828,77.070055,1
2014-04-04 03:52:00,South-East,Assault,28.53586,77.261781,1
2014-03-14 04:50:00,Outer,Robbery,28.728228,77.002484,1
2014-08-25 20:17:00,South,Burglary,28.470003,77.20332,1
2014-05-09 01:24:00,West,Theft,28.66523,77.051945,1
2014-12-10 13:06:00,South-East,Theft,28.537402,77.243825,1
2014-07-03 14:09:00,South-East,Theft,28.558778,77.267466,1
2014-07-05 19:35:00,West,Theft,28.682726,77.063442,1
2014-01-15 21:49:00,Outer,Theft,28.709379,77.009756,1
2014-12-20 03:38:00,North-West,Theft,28.75289,77.087198,1
2014-10-05 07:47:00,South-West,Assault,28.579497,77.053797,1
2014-06-04 19:40:00,South-West,Theft,28.570383,77.068494,1
2014-09-08 02:06:00,East,Theft,28.641805,77.297251,1
2014-10-02 15:00:00,North-West,Theft,28.74985,77.077338,1
2014-08-10 07:05:00,North-West,Robbery,28.734947,77.078645,1
2014-05-06 14:11:00,West,Theft,28.659182,77.072691,1
2014-09-04 23:12:00,South-West,Theft,28.571111,77.084448,1
2014-10-08 04:23:00,North,Burglary,28.690653,77.201853,1
2014-10-29 10:24:00,North-West,Burglary,28.731993,77.088796,1
2014-07-28 18:52:00,North-East,Theft,28.691872,77.277749,1
2014-08-22 01:44:00,East,Robbery,28.616996,77.303105,1
2014-11-25 12:19:00,West,Theft,28.66939,77.089918,1
2014-10-30 03:32:00,West,Theft,28.683315,77.076121,1
2014-09-29 09:19:00,South,Fraud,28.494965,77.187767,1
2014-08-15 01:33:00,North-West,Theft,28.726466,77.096952,1
2014-06-24 22:29:00,South-East,Theft,28.543601,77.270951,1
2014-06-27 03:27:00,Outer,Theft,28.717874,77.002525,1
2014-12-02 16:45:00,East,Theft,28.634363,77.297084,1
2014-01-26 19:17:00,West,Robbery,28.678595,77.080318,1
2014-06-22 04:12:00,North-East,Theft,28.683263,77.267893,1
2014-02-15 17:12:00,South-East,Theft,28.546846,77.257829,1
2014-04-28 21:52:00,North-East,Theft,28.69221,77.265301,1
2014-03-14 09:01:00,North,Theft,28.668394,77.237284,1
2014-04-06 00:26:00,North-East,Theft,28.686739,77.274433,1
2014-08-20 15:15:00,West,Robbery,28.670671,77.088563,1
2014-11-24 04:56:00,North-West,Theft,28.73104,77.076777,1
2014-01-08 23:51:00,West,Theft,28.662565,77.0707,1
2014-12-24 09:02:00,East,Theft,28.635611,77.28962,1
2014-01-06 01:44:00,West,Theft,28.667581,77.085228,1
2014-09-16 02:56:00,North-East,Theft,28.680726,77.264234,1
2014-05-16 10:29:00,North,Assault,28.68992,77.221012,1
2014-07-14 06:29:00,North-West,Theft,28.759842,77.108155,1
2014-04-20 14:37:00,Central,Theft,28.628632,77.23558,1
2014-09-30 20:22:00,Outer,Burglary,28.695888,76.992833,1
2014-12-17 20:25:00,North-West,Theft,28.754652,77.099355,1
2014-09-08 09:43:00,Outer,Theft,28.695583,77.011591,1
2014-11-09 16:54:00,East,Theft,28.633589,77.30291,1
2014-10-19 02:27:00,West,Theft,28.66994,77.067092,1
2014-11-25 16:16:00,South-West,Theft,28.57797,77.065585,1
2014-07-18 23:05:00,Outer,Theft,28.702302,76.985717,1
2014-12-22 16:35:00,Central,Theft,28.639041,77.215372,1
2014-02-26 07:52:00,North-West,Burglary,28.760481,77.072883,1
2014-12-22 03:53:00,West,Robbery,28.685819,77.083715,1
2014-10-11 14:42:00,West,Theft,28.679505,77.086252,1
2014-06-30 10:11:00,North,Theft,28.67015,77.223404,1
2014-04-09 17:20:00,South,Assault,28.487545,77.170862,1
2014-10-07 02:23:00,South-East,Theft,28.52248,77.243129,1
2014-01-31 22:12:00,Outer,Assault,28.696791,76.98137,1
2014-10-06 22:54:00,East,Theft,28.633077,77.309819,1
2014-04-13 23:45:00,Outer,Robbery,28.722129,76.996011,1
2014-09-21 09:31:00,West,Theft,28.655023,77.080329,1
2014-07-21 23:07:00,South-East,Assault,28.541786,77.244804,1
2014-11-07 12:55:00,South,Burglary,28.463664,77.175182,1
2014-06-14 23:51:00,South,Burglary,28.486093,77.185439,1
2014-12-04 12:11:00,East,Robbery,28.636731,77.296827,1
2014-10-16 11:34:00,North-West,Burglary,28.730309,77.109128,1
2014-03-11 10:40:00,East,Theft,28.631012,77.313432,1
2014-08-12 10:41:00,West,Theft,28.663263,77.068006,1
2014-02-03 05:58:00,North-East,Theft,28.678953,77.262032,1
2014-03-08 05:14:00,North-West,Theft,28.753278,77.086044,1
2014-06-17 19:33:00,West,Theft,28.6556,77.054166,1
2014-01-05 01:41:00,North-East,Assault,28.701065,77.256762,1
2014-08-24 22:43:00,North-East,Theft,28.697884,77.258386,1
2014-08-27 02:55:00,North-East,Theft,28.685827,77.2743,1
2014-03-19 02:03:00,Outer,Theft,28.715386,76.985456,1
2014-06-08 20:02:00,Outer,Theft,28.696564,77.003893,1
2014-04-17 23:25:00,North-East,Theft,28.700687,77.271452,1
2014-02-27 19:16:00,South,Theft,28.494284,77.193967,1
2014-03-04 23:27:00,East,Theft,28.625318,77.296065,1
2014-08-20 23:32:00,North-West,Theft,28.755559,77.076275,1
2014-04-01 18:30:00,South-West,Theft,28.559141,77.047485,1
2014-02-28 04:30:00,North-West,Theft,28.759501,77.08526,1
2014-03-16 09:28:00,North-West,Theft,28.739982,77.107278,1
2014-04-01 23:51:00,North,Theft,28.680601,77.218991,1
2014-03-22 06:46:00,West,Theft,28.650997,77.067582,1
2014-04-21 05:29:00,South-East,Theft,28.534325,77.24572,1
2014-07-11 12:03:00,Outer,Theft,28.694448,77.011589,1
2014-03-18 16:13:00,South,Theft,28.468405,77.176439,1
2014-10-06 04:45:00,South-East,Fraud,28.552623,77.232642,1
2014-10-02 17:07:00,North,Theft,28.678486,77.218952,1
2014-09-01 14:19:00,Central,Theft,28.629786,77.201972,1
2014-08-03 22:05:00,New Delhi,Fraud,28.60142,77.190842,1
2014-02-16 03:43:00,Outer,Burglary,28.706404,77.012667,1
2014-01-21 18:33:00,Central,Theft,28.641985,77.199668,1
2014-02-06 18:49:00,South-West,Theft,28.58187,77.065446,1
2014-04-16 19:57:00,Outer,Fraud,28.690298,76.990451,1
2014-05-14 09:41:00,North-West,Theft,28.724234,77.108504,1
2014-04-14 01:51:00,Outer,Theft,28.701613,76.983298,1
2014-01-31 14:13:00,North-West,Theft,28.756242,77.081784,1
2014-05-18 13:10:00,Outer,Burglary,28.716839,76.984165,1
2014-05-29 09:05:00,West,Theft,28.658765,77.088056,1
2014-03-27 19:44:00,North,Theft,28.680896,77.213062,1
2014-12-02 00:26:00,North-East,Theft,28.674109,77.249817,1
2014-12-30 07:42:00,Central,Theft,28.643748,77.209347,1
2014-01-05 00:55:00,South-East,Burglary,28.538774,77.237635,1
2014-12-26 16:21:00,North,Theft,28.70411,77.239505,1
2014-09-20 05:18:00,West,Theft,28.686605,77.067134,1
2014-01-23 03:23:00,East,Theft,28.616599,77.317868,1
2014-07-05 12:05:00,South-East,Theft,28.531966,77.235019,1
2014-09-05 22:10:00,East,Theft,28.609268,77.31385,1
2014-07-26 13:39:00,Outer,Assault,28.713337,76.998664,1
2014-08-21 01:03:00,Outer,Theft,28.696569,76.985476,1
2014-04-30 10:58:00,East,Theft,28.640965,77.299214,1
2014-09-25 06:42:00,Outer,Theft,28.725816,76.995466,1
2014-08-18 05:17:00,Outer,Theft,28.699649,77.002187,1
2014-07-20 04:55:00,Outer,Theft,28.716465,76.998667,1
2014-12-24 01:18:00,South-East,Theft,28.53705,77.269928,1
2014-11-04 17:04:00,South,Burglary,28.472999,77.170555,1
2014-08-08 10:18:00,Central,Theft,28.659178,77.213206,1
2014-08-12 14:24:00,North-East,Assault,28.710022,77.276833,1
2014-05-01 20:36:00,North-East,Theft,28.692309,77.263272,1
2014-11-19 05:26:00,East,Burglary,28.631284,77.288974,1
2014-03-05 16:41:00,West,Theft,28.655002,77.074351,1
2014-04-14 22:47:00,West,Theft,28.663192,77.053512,1
2014-02-09 21:12:00,Outer,Burglary,28.690003,76.983781,1
2014-12-16 17:50:00,Outer,Theft,28.692477,76.989961,1
2014-10-05 13:38:00,Outer,Theft,28.724321,77.002468,1
2014-01-03 01:35:00,West,Theft,28.67827,77.067152,1
2014-02-07 04:49:00,West,Robbery,28.657777,77.071599,1
2014-10-30 03:24:00,East,Theft,28.614009,77.285345,1
2014-12-01 16:02:00,South,Theft,28.474571,77.173756,1
2014-05-08 10:09:00,East,Theft,28.644592,77.288114,1
2014-02-09 19:48:00,Outer,Fraud,28.715432,76.99561,1
2014-07-23 16:49:00,Outer,Theft,28.705594,77.013442,1
2014-11-06 09:40:00,South-East,Theft,28.523653,77.25487,1
2014-10-24 05:53:00,West,Assault,28.672989,77.089012,1
2014-10-03 02:19:00,Central,Theft,28.632944,77.211379,1
2014-10-21 12:47:00,North-West,Theft,28.724163,77.076406,1
2014-03-22 17:26:00,Outer,Burglary,28.711755,77.010293,1
2014-09-21 20:52:00,North-West,Theft,28.750211,77.088525,1
2014-04-17 03:48:00,North-West,Theft,28.741482,77.083443,1
2014-01-31 17:59:00,South,Burglary,28.485556,77.192806,1
2014-05-15 13:10:00,West,Theft,28.685857,77.052422,1
2014-12-12 17:01:00,Central,Theft,28.643982,77.206476,1
2014-09-14 08:03:00,North-West,Burglary,28.732139,77.109053,1
2014-04-22 05:20:00,Outer,Burglary,28.7067,77.00745,1
2014-03-19 04:31:00,South-West,Theft,28.555416,77.062003,1
2014-11-02 12:27:00,South-East,Theft,28.533596,77.266432,1
2014-12-31 20:02:00,West,Theft,28.678557,77.057144,1
2014-01-10 14:32:00,New Delhi,Theft,28.617204,77.221842,1
2014-08-14 09:39:00,South-East,Robbery,28.538336,77.269614,1
